url_id	url	domain
13757893	opera.stanford.edu/composers/c.html	opera.stanford.edu
22661124	ftp://www.thebiographychannel.co.uk/biography_facts/1500:1707:1/katie_melua.htm	thebiographychannel.co.uk
25412194	itis.gov/servlet/singlerpt/singlerpt?search_topic=tsn&search_value=562463	itis.gov
37509756	nhm.ac.uk/our-science/data/lepindex/detail/?taxonno=101205	nhm.ac.uk
40954553	musicbrainz.org/artist/28461b67-db58-420f-8e3f-be9bb612979d	musicbrainz.org
2184055	youtube.com/watch?v=e--hfnyaiiu	youtube.com
7177154	bugguide.net/node/view/107442	bugguide.net
31725843	wcsp.science.kew.org/namedetail.do?name_id=384085	wcsp.science.kew.org
48386828	biodiversitylibrary.org/page/6376069	biodiversitylibrary.org
42622138	discogs.com/artist/tony+costanza	discogs.com
7043252	ero.govt.nz/report-view?id=2417	ero.govt.nz
13480401	findingaids.cul.columbia.edu/ead/nnc-rb/ldpd_4078697	findingaids.cul.columbia.edu
48959290	geonames.usgs.gov/apex/f?p=gnispq:3:::no::p3_fid:806273	geonames.usgs.gov
29910759	singlerpt/singlerpt?search_topic=tsn&search_value=22444	itis.gov
40336366	an.capacadie.com/2009/4/30/les-musiciens-de-l-odyssee-triomphent-a-washington	an.capacadie.com
47734581	ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001+ok78#content	ssd.jpl.nasa.gov
37984556	spajournalism.com/spanc16live	spajournalism.com
8760881	mma-boxing.si.com/2011/12/08/dana-white-responds-to-rashad-evans-miguel-torres-media-miscues	mma-boxing.si.com
44669367	newspapers.com/image/508107462	newspapers.com
49206986	fas.org/irp/imint/kh-12.htm	fas.org
16523823	oxforddictionaries.com/definition/english/seladang	oxforddictionaries.com
14809815	shadowfist.com	shadowfist.com
34016284	info.yahoo.com/legal/us/yahoo/konfabulator/enginenwidgetsterms/enginenwidgetsterms-1821.html	info.yahoo.com
34135306	ville.boisbriand.qc.ca/services-aux-citoyens/repertoire-des-ressources/organismes-reconnus-par-la-ville/sportif.html	ville.boisbriand.qc.ca
19247801	imdb.com/title/tt0163477	imdb.com
37232702	vizier.u-strasbg.fr/viz-bin/vizier-s?gaia%20dr2%205335388664983921024	vizier.u-strasbg.fr
5004121	articles.timesofindia.indiatimes.com/2010-11-25/tv/28235920_1_eclairs-chocolate-pyramid	articles.timesofindia.indiatimes.com
445095	nfdc.faa.gov/nfdcapps/services/ajv5/airportdisplay.jsp?airportid=lkv	nfdc.faa.gov
40919806	books.google.com/?id=jhkypjgchecc	books.google.com
13428286	data.bnf.fr/ark:/12148/cb139002073	data.bnf.fr
39401851	opac.sbn.it/opacsbn/opac/iccu/scheda_authority.jsp?bid=it%5ciccu%5crmsv%5c041463	opac.sbn.it
6587489	sacbee.com/content/community_news/roseville/story/13657278p-14500102c.html	sacbee.com
28389679	worldcat.org/identities/viaf-260281158	worldcat.org
26906287	d-nb.info/gnd/4285329-1	d-nb.info
23124028	ssd.jpl.nasa.gov/sbdb.cgi?sstr=329268#content	ssd.jpl.nasa.gov
7547485	trove.nla.gov.au/people/846677	trove.nla.gov.au
20285232	mitre10.co.nz	mitre10.co.nz
32729713	d-nb.info/gnd/13179910x	d-nb.info
30503091	id.loc.gov/authorities/names/n88284631	id.loc.gov
10179450	ligaportugal.pt/pt/liga/jogo/20132014/1/20/3	ligaportugal.pt
1391190	arizonaathletics.com/viewarticle.dbml?atclid=66098&db_oem_id=1600&spid=535&spsid=8558	arizonaathletics.com
1058920	cpj.org/killed/1995/sayfettin-tepe.php	cpj.org
36708415	wikidata.org/wiki/q4707416#p166	wikidata.org
6923197	orthoptera.speciesfile.org/common/basic/taxa.aspx?taxonnameid=1104790	orthoptera.speciesfile.org
40984133	musicbrainz.org/artist/c3ff196a-9863-471d-9a17-d5d6184d4f0b	musicbrainz.org
16755249	espncricinfo.com/ci/content/player/19362.html	espncricinfo.com
12070002	timetravel.mementoweb.org/memento/20201231/https:/www.olympicchannel.com/en/athletes/detail/mikhail-ryzhak	timetravel.mementoweb.org
10002103	larryslist.com/artmarket/features/10-art-collectors-you-probably-didnt-know-were-involved-in-the-56th-venice-biennale	larryslist.com
5587304	molcas.org/gv	molcas.org
48723182	biogps.org/gene/56648	biogps.org
21522943	nae.edu/30628/professor-rakesh-agrawal	nae.edu
28278456	capitalfm.com/news/charlotte-crosby-boyfriend-dating	capitalfm.com
28357124	tvbythenumbers.zap2it.com/2011/07/18/2011-women's-world-cup-finals-espn's-most-viewed-and-highest-rated-soccer-match-ever-averaging-13-5-million-viewers/98284	tvbythenumbers.zap2it.com
17833441	11v11.com/matches/southend-united-v-rochdale-22-november-2003-18022	11v11.com
12629304	airbus.com/content/dam/corporate-topics/publications/backgrounders/backgrounder-airbus-commercial-aircraft-a380-facts-and-figures-en.pdf	airbus.com
21550334	ssd.jpl.nasa.gov/sbdb.cgi?sstr=506551#content	ssd.jpl.nasa.gov
42182670	books.google.com/?id=zaoaaaaayaaj	books.google.com
30090451	nl.go.kr/authorities/resource/kac200101595	nl.go.kr
8360152	foradejogo.net/match.php?match=199415400013005	foradejogo.net
19068707	youtube.com/user/multiverseofficial/videos	youtube.com
47765176	articles.timesofindia.indiatimes.com/2011-02-04/india/28376135_1_set-top-boxes-digital-cable-tv-digital-systems	articles.timesofindia.indiatimes.com
8719681	isni.org/isni/0000000109714139	isni.org
38722476	irmng.org/aphia.php?id=10874431&p=taxdetails	irmng.org
39727700	webcitation.org/5guj4aggs	webcitation.org
26931934	sssi.naturalengland.org.uk/citation/citation_photo/1001591.pdf	sssi.naturalengland.org.uk
44499806	data.bibliotheken.nl/id/thes/p370703588	data.bibliotheken.nl
37826796	wikidata.org/wiki/q42396956#identifiers	wikidata.org
32110679	cancer.org/cancer/penilecancer/detailedguide/penile-cancer-risk-factors	cancer.org
8736100	theifp.ca/community-story/5361585-town-recognizes-citizens-achievements	theifp.ca
33925004	cricketarchive.com/archive/players/7/7291/minor_counties_championship_matches.html	cricketarchive.com
46878760	theaucklander.co.nz/news/auckland-best-turnaround-destination-cruise/1808535	theaucklander.co.nz
1750459	isni.org/isni/0000000027637678	isni.org
36343375	bbc.com/news/uk-england-somerset-55152246	bbc.com
19816058	dp.la/exhibitions/radio-golden-age/radio-broadcast-news	dp.la
32515077	cflapedia.com/players/b/beaton_john.htm	cflapedia.com
33197551	state.gov/g/prm/rls/115282.htm	state.gov
20855815	mentor.ieee.org/802.11/dcn/09/11-09-0576-03-000n-sp2-40mhz-coexistence-cids-presentation.ppt	mentor.ieee.org
17036135	archive.org/stream/cataloguelibrar00stuagoog	archive.org
39275405	languagehat.com/archives/000576.php	languagehat.com
49113961	idref.fr/027772985	idref.fr
30008328	id.loc.gov/authorities/names/nr92033091	id.loc.gov
44558237	independent.co.uk/news/world/europe/world-gets-its-first-gay-leader-1519068.html	independent.co.uk
13310075	thefridaytimes.com/tft/hunger-strike	thefridaytimes.com
20919803	ipni.org/ipni/idplantnamesearch.do?id=750321-1	ipni.org
44221423	bbc.co.uk/schedules/p00fzl9s/2011/05/21	bbc.co.uk
33810847	linkedin.com/pub/manana-antadze/30/94a/169	linkedin.com
44290405	variety.com/article/vr1117853304.html?categoryid=1354&cs=1	variety.com
39335394	int.soccerway.com/matches/2017/04/23/kazakhstan/premier-league/fc-akzhayik-uralsk/fc-kaisar-kyzylorda/2408514	int.soccerway.com
160173	usatoday.com/story/news/nation/2020/06/08/george-floyd-third-ward-presence-athlete-police-history/3154912001	usatoday.com
10481496	fcviitorul.ro/stiri/noutati/gheorghe-popescu-prezentat-ca-presedinte-al-fc-viitorul	fcviitorul.ro
21483306	archive.org/details/traitdemcani01tissuoft	archive.org
47808215	baseball-reference.com/awards/hof_2001.shtml	baseball-reference.com
27001522	treccani.it/enciclopedia/rodolfo-benini	treccani.it
31835958	omim.org/entry/606869	omim.org
21783547	reuters.com/article/2012/04/04/israel-arms-usa-idusl6e8f4b3e20120404	reuters.com
16136551	adisinsight.springer.com/drugs/800008292	adisinsight.springer.com
41731748	ab-engine.ru/aviation_disaster_7.html	ab-engine.ru
42535344	boldsystems.org/index.php/taxbrowser_taxonpage?taxid=655848	boldsystems.org
51560440	paultan.org/2020/03/09/suzuki-ciaz-facelift-launched-in-thailand-1-2l-eco-car	paultan.org
42025799	mak.bn.org.pl/cgi-bin/khw/makwww.exe?bm=1&im=4&nu=1&wi=9810667596205606	mak.bn.org.pl
27886900	ssd.jpl.nasa.gov/sbdb.cgi?sstr=339934#content	ssd.jpl.nasa.gov
13028957	gwu.edu/~nsarchiv/nsaebb/nsaebb139/nitze10.pdf	gwu.edu
26809757	wikidata.org/wiki/q43078472#identifiers	wikidata.org
2503825	arkivalajmeve.com/flamurtari-shkaterron-skenderbeun.1046948044	arkivalajmeve.com
21264352	fil-luge.org/news-detail.335.0.html?&chash=0afedf5ac2&tx_ttnews[backpid]=331&tx_ttnews[tt_news]=11589	fil-luge.org
24485342	idref.fr/159021979	idref.fr
3247156	tv3.ie/pr_sub.php?type=1&view_pr=204	tv3.ie
13440454	globoesporte.globo.com/pr/futebol/times/atletico-pr/noticia/2014/01/atletico-pr-confirma-espanhol-miguel-angel-portugal-com-novo-tecnico.html	globoesporte.globo.com
40340041	opac.vatlib.it/auth/detail/495_172321	opac.vatlib.it
18143496	nzetc.org/tm/scholarly/barvict-fig-barvict304a.html	nzetc.org
14182581	siarchives.si.edu/collections/siris_arc_217432	siarchives.si.edu
40472479	paron.fr	paron.fr
29575525	dccomics.com/graphic_novels/?gn=9974	dccomics.com
22385422	litherland-digital.co.uk/album_9/pages/litherland_lift_bridge.html	litherland-digital.co.uk
47437674	search.ancestry.com/cgi-bin/sse.dll?_phsrc=djv2324&_phstart=successsource&dbid=7579&h=33979203&indiv=1&pid=&tid=&usepub=true	search.ancestry.com
49062219	cricinfo.com/db/archive/2005/eng_local/cc2/scorecards/25-29may2005/northants_somerset_cc2_25-28may2005.html	cricinfo.com
28219262	viaf.org/viaf/8648888	viaf.org
16557033	gemacademyaz.com	gemacademyaz.com
24451460	ghanaweb.com/ghanahomepage/newsarchive/postpaid-customers-refusing-to-settle-bills-after-expiration-of-govt-s-3-months-electricity-ecg-1080136	ghanaweb.com
38058315	atpworldtour.com/news/tennis/2012/02/9/dubai-saturday-federer-wins-fifth-dubai-title.aspx	atpworldtour.com
44134898	api.semanticscholar.org/corpusid:119473855	api.semanticscholar.org
6605840	jstor.org/action/dobasicsearch?query=%22j.s.+university%22&acc=on&wc=on	jstor.org
39218632	stitcher.com/show/the-daily-10	stitcher.com
7021198	viaf.org/viaf/24934751	viaf.org
41575972	worldcat.org/identities/containsviafid/236564453	worldcat.org
39060232	youtube.com/channel/uc7s7jayioy9j6hbefriidja	youtube.com
32613867	allmusic.com/artist/p37366	allmusic.com
25530551	southernspaces.org/2012/conversation-digital-historians	southernspaces.org
15583251	memory.loc.gov/cgi-bin/ampage?layout=unscaled&collid=varsep&filename=s53282/s53282.data&itemlink=d?varstg:3:./temp/~ammem_xump::&recnum=0	memory.loc.gov
50605094	youtube.com/watch?v=fvx5qrzv8xg	youtube.com
31837113	calstatela.edu/tvf	calstatela.edu
4764137	viaf.org/viaf/21209763	viaf.org
30846738	mediafire.com/download/yv8zdd3dtqwg67h/sweden's_certification-award-levels(2).pdf	mediafire.com
10310316	nmp.jpl.nasa.gov/st4	nmp.jpl.nasa.gov
28652893	lionsxii.sg/details/mc13-kedah-vs-lionsxii	lionsxii.sg
25213431	techfak.uni-bielefeld.de/bcd/curric/mulali/welcome.html	techfak.uni-bielefeld.de
47628824	plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:811680-1	plantsoftheworldonline.org
28157263	rio2016.com/en/athlete/otar-bestaev	rio2016.com
45894115	catalog.archives.gov/id/25339663	catalog.archives.gov
36753838	imdb.com/title/tt13786256	imdb.com
39465383	smh.com.au/entertainment/movies/film-reviews-in-brief-julius-averys-thriller-son-of-a-gun-plus-liam-neesons-latest-and-more-20141013-115b86.html	smh.com.au
9844338	books.google.com/?id=y1cndwaaqbaj	books.google.com
43092761	jewishcurrents.org/jewdayo-grid/april-3-the-first-cell-phone-call	jewishcurrents.org
24766253	immunology.org/news/new-honorary-members-for-bsi	immunology.org
7692923	oprah.com/world/inside-a-polygamist-compound	oprah.com
7709690	newspapers.com/clip/20662143	newspapers.com
31339564	worldcat.org/identities/lccn-n90609217	worldcat.org
33387224	api.semanticscholar.org/corpusid:122651688	api.semanticscholar.org
37205793	last.fm/music/girl+on+fire/+events/2015	last.fm
50435315	snaccooperative.org/ark:/99166/w66x0whg	snaccooperative.org
22004371	heeren-genealogy.net/individual.php?ged=heeren.ged&pid=i31	heeren-genealogy.net
35682494	data.bibliotheken.nl/id/thes/p071325816	data.bibliotheken.nl
25136578	rugbyleagueproject.org/seasons/super-league-xv-2010/london-broncos/summary.html	rugbyleagueproject.org
44405297	gamerankings.com/ps3/620506-acceleration-of-suguri-x-edition/index.html	gamerankings.com
14052801	wikidata.org/wiki/q498148#identifiers	wikidata.org
19824830	allmovie.com/movie/v99798	allmovie.com
27094659	ssd.jpl.nasa.gov/sbdb.cgi?sstr=487271#content	ssd.jpl.nasa.gov
31969504	pacetoday.com.au/news/honeywell-acquires-enraf-holding-b-v-	pacetoday.com.au
18766257	fakultet.fpzg.hr/politicka-misao/datastorage/articles/120.pdf	fakultet.fpzg.hr
9056434	rferl.org/content/moldova-chisinau-mayor-election-chirtoaca/27072499.html	rferl.org
5818329	ftl.toolforge.org/cgi-bin/ftl?st=wp&su=han+dynasty	ftl.toolforge.org
35323571	unquote.com/france/analysis/2330612/deal-in-focus-ardian-backs-eur196bn-vinci-park-buyout	unquote.com
31330199	npgallery.nps.gov/assetdetail/nris/100003455	npgallery.nps.gov
3803173	daily.plaympe.com/luke-combs-six-feet-apart-2020	daily.plaympe.com
3252742	viaf.org/viaf/128732352	viaf.org
3115285	in.reuters.com/article/newsone/idinindia-37790220090202?pagenumber=2&virtualbrandchannel=0	in.reuters.com
1816690	honours.pmc.gov.au/honours/awards/886250	honours.pmc.gov.au
40467231	mingtiandi.com/real-estate/finance-real-estate/ares-management-buying-in-hong-kongs-ssg-capital	mingtiandi.com
41380385	irmng.org/aphia.php?id=1147872&p=taxdetails	irmng.org
3935222	elpais.com/diario/1981/10/20/espana/372380421_850215.html	elpais.com
41665542	scottishfa.co.uk/players/?pid=7318	scottishfa.co.uk
40541229	imdb.com/name/nm2775995	imdb.com
33881835	couriermail.com.au/sport/tennis/john-millman-goes-down-fighting-in-five-sets-to-marco-baghdatis/news-story/3f6c176fccc59ba25617be0726c08a92	couriermail.com.au
3982641	ourcampaigns.com/racedetail.html?raceid=776343	ourcampaigns.com
50269051	gallica.bnf.fr/ark:/12148/bpt6k61025298/f259.image	gallica.bnf.fr
16195898	wislaportal.pl/37617,denys_balaniuk_pilkarzem_olimpika_donieck.html	wislaportal.pl
50426514	districtcourt.justice.nsw.gov.au/documents/2003annrevdc.pdf	districtcourt.justice.nsw.gov.au
17581289	youtube.com/user/parayuurakuchou/videos	youtube.com
12091473	fauna-eu.org/cdm_dataportal/taxon/df7f01b5-7ec7-4837-9ab0-2fb0cce03def	fauna-eu.org
13664826	offiziellecharts.de/album-details-156682	offiziellecharts.de
20303435	caluniv.ac.in/about/eminent-teacher.html	caluniv.ac.in
9280795	businessmirror.com.ph/2016/02/07/regina-rica-a-place-for-prayer-pilgrimage	businessmirror.com.ph
51192176	findagrave.com/memorial/7405391	findagrave.com
17571607	worldnetdaily.com/news/article.asp?article_id=57812	worldnetdaily.com
1913935	ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=nm_001324185	ncbi.nlm.nih.gov
10980168	fontanaheraldnews.com	fontanaheraldnews.com
29320838	metaljacketmagazine.com/obiymy-doschu-we-want-to-create-emotional-beautiful-multi-layered-music-croatian-english-version	metaljacketmagazine.com
5051736	sports-reference.com/olympics/athletes/ge/chloe-georges-1.html	sports-reference.com
22980841	tmz.com/person/sarah-silverman	tmz.com
17050109	parismatch.com/culture/cinema/tout-pour-etre-heureux-la-critique-943897	parismatch.com
23906222	catalog.loc.gov/vwebv/search?argtype1=all&searcharg1=0748-321x&searchcode1=knum&searchtype=2	catalog.loc.gov
11319493	reliefweb.int/rw/rwb.nsf/db900sid/myai-8897jt?opendocument	reliefweb.int
3984065	hudsongroup.com	hudsongroup.com
25351685	worldcat.org/identities/lccn-n92112063	worldcat.org
26978528	inaturalist.org/taxa/93096	inaturalist.org
42241574	residentadvisor.net/news.aspx?id=8066	residentadvisor.net
40482319	demoscope.ru/weekly/ssp/rus_lan_97_uezd.php?reg=364	demoscope.ru
46305091	thepeerage.com/p10891.htm#i108903	thepeerage.com
11549031	opac.oireachtas.ie/awdata/library3/library2/dl040379.pdf#page%3d10	opac.oireachtas.ie
36017239	data.bibliotheken.nl/id/thes/p073916595	data.bibliotheken.nl
36614680	gbif.org/species/6265423	gbif.org
34777189	github.com/vector-im/riot-web/issues/6779	github.com
3943296	webcert.fullerton.edu/arts/gcac/education/pastair_turkkawachi.html	webcert.fullerton.edu
8161598	herbert-sandberg.de/bio.htm	herbert-sandberg.de
28144454	idpc.ma/view/pc_architecture/sanae:220126	idpc.ma
5112401	spin.com/2016/02/damon-albarn-now-a-local-king-in-mali	spin.com
46111494	laopiniondemalaga.es/malagacf/2010/05/14/espiritu-malaga-80/339409.html	laopiniondemalaga.es
1204491	neotropical.birds.cornell.edu/species-account/nb/species/ivbwoo1	neotropical.birds.cornell.edu
20924265	primecutsbodybuildingdvds.com/index.php?main_page=product_info&products_id=823	primecutsbodybuildingdvds.com
30998705	metacritic.com/game/dreamcast/disneys-donald-duck-goin-quackers/critic-reviews	metacritic.com
24211734	news.google.com/newspapers?id=nqlvaaaaibaj&pg=6553,6311441	news.google.com
43086286	ifs.org.uk/wps/wp0004.pdf	ifs.org.uk
37225807	patch.com/new-york/halfhollowhills/bank-upgrades-offices-melville	patch.com
46789122	digilander.libero.it/atletica3/stagionali/wrl/1984/mar.htm	digilander.libero.it
41291786	worldcat.org/identities/lccn-nr95045397	worldcat.org
32814424	gbif.org/species/7707380	gbif.org
51295370	publishersweekly.com/9781469629230	publishersweekly.com
51695888	isni.org/isni/0000000122829053	isni.org
8162426	ui.adsabs.harvard.edu/abs/1989gslsp..47..241e	ui.adsabs.harvard.edu
39319554	tcm.com/this-month/article/99252%7c0/cimarron.html	tcm.com
29682402	animenewsnetwork.com/news/2014-01-22/princess-kaguya-wins-at-68th-mainichi-film-awards	animenewsnetwork.com
48848056	al.com/news/mobile/index.ssf/2017/05/rep_bradley_byrne_not_running.html	al.com
43332789	world-soccer.org/p-01515.htm	world-soccer.org
13325209	fauna-eu.org/cdm_dataportal/taxon/8ad43e98-5054-4c3e-80d5-34944e6438f8	fauna-eu.org
39913291	thesundaily.my/news/1322232	thesundaily.my
28316390	rowdiessoccer.com/news/2015/01/29/rowdies-announce-return-of-midfielder-keith-savage	rowdiessoccer.com
38412587	herpetomania.it/pdf%20schede%20acquatiche/terrapene%20carolina.pdf	herpetomania.it
37153098	int.soccerway.com/matches/2019/10/21/egypt/premier-league/harbe/asyouty-sport/3172318	int.soccerway.com
45519817	jstor.org/action/dobasicsearch?query=%22natrampalli+block%22&acc=on&wc=on	jstor.org
9760985	aleph.nkp.cz/f/?con_lng=eng&ccl_term=ica=xx0182016&func=find-c&local_base=aut	aleph.nkp.cz
20198338	uefa.com/competitions/ucl/history/season=2006/round=2357/match=1116331/index.html	uefa.com
49277788	pitchfork.com/levels/the-ones-5-best-new-rap-songs-from-quando-rondo-yung-bans-ygtut-sheff-g-and-octavian	pitchfork.com
35754973	collectionscanada.gc.ca/obj/028020/f2/nlc008388.4693.pdf	collectionscanada.gc.ca
25347718	expressandstar.com/entertainment/wolverhampton-entertainment/2017/09/14/wolverhampton-friends-launch-brewery	expressandstar.com
47623418	ubio.org/browser/details.php?namebankid=4783910	ubio.org
27793272	fivb.org/viewpressrelease.asp?language=en&no=36285	fivb.org
8500469	tistr.or.th/sakaerat/plant%20in%20sakaerat/plant%20list/056%e0%b9%81%e0%b8%94%e0%b8%87.pdf	tistr.or.th
32139355	theguardian.com/politics/blog/live/2017/jul/04/kensington-mp-joins-calls-for-grenfell-tower-inquiry-chair-to-be-replaced-politics-live?page=with:block-595b76dae4b0cddfab35e767#block-595b76dae4b0cddfab35e767	theguardian.com
39275933	imdb.com/name/nm0000447	imdb.com
39591390	guardian.bz/all-sports/2660-san-felipe-barcelona-clip-the-high-flying-defence-force#reg	guardian.bz
41428930	bibliorex.wordpress.com/2010/07/21/review-the-killing-machine-by-jack-vance	bibliorex.wordpress.com
35441732	bbc.com/sport/live/football/45076033	bbc.com
51693938	futureclassicsmusic.nl/index.php?cpath=1&main_page=product_info&products_id=12	futureclassicsmusic.nl
23754855	hockeydb.com/ihdb/stats/pdisplay.php?pid=12218	hockeydb.com
29805393	bramptonguardian.com/community-story/4500135-brampton-ms-walk-brings-heartwarming-stories-of-hope-and-camaraderie	bramptonguardian.com
22869667	nl.newsbank.com/nl-search/we/archives?p_action=search&p_field_direct-0=document_id&p_maxdocs=200&p_perpage=10&p_product=owhb&p_sort=ymd_date:d&p_text_direct-0=12df5302d5ce5620&p_theme=owhb&p_topdoc=1&s_trackval=googlepm	nl.newsbank.com
19860647	sandraforleader.ca	sandraforleader.ca
17589664	chemspider.com/chemical-structure.190760.html	chemspider.com
37530716	eliteprospects.com/player.php?lang=en&player=220830	eliteprospects.com
10432352	worldcat.org/identities/lccn-n2007035186	worldcat.org
18173766	capilanou.ca/about-capu/get-to-know-us/our-campuses	capilanou.ca
11000925	imdb.com/title/tt0153523	imdb.com
18789501	worldcat.org/identities/lccn-n85044526	worldcat.org
18476703	ca.konicaminolta.com/index.html	ca.konicaminolta.com
32798037	foodreference.com/html/fchickentetrazzini.html	foodreference.com
6964598	revolutionaryhistory.co.uk/184-articles/articles-of-rh0803/5654-iv-the-revolution-in-turkey-and-the-balkan-federation	revolutionaryhistory.co.uk
29543979	worldfootball.net/spielbericht/2-bundesliga-2012-2013-tsv-1860-muenchen-fc-ingolstadt-04	worldfootball.net
16282068	census2011.adrianfrith.com/place/164015	census2011.adrianfrith.com
16535734	subwaynut.com/ind/103b/index.php	subwaynut.com
39872917	isni.org/isni/0000000083672902	isni.org
34531804	books.google.bg/books?id=e4pjaaaamaaj	books.google.bg
